,Notes,UCD - ICD Chapter,UCD - ICD Chapter Code,Race,Race Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Deaths,Population
188,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2005.0,2005.0,70.0,65766,106.4
189,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2006.0,2006.0,65.0,66043,98.4
190,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2007.0,2007.0,75.0,66359,113.0
191,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2008.0,2008.0,60.0,66363,90.4
192,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2009.0,2009.0,67.0,66785,100.3
193,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2010.0,2010.0,56.0,67710,82.7
194,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2011.0,2011.0,74.0,69488,106.5
195,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2012.0,2012.0,83.0,70623,117.5
196,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2013.0,2013.0,83.0,73025,113.7
197,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2014.0,2014.0,72.0,74991,96.0
198,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2015.0,2015.0,74.0,77221,95.8
199,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2016.0,2016.0,68.0,79502,85.5
200,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,75-84 years,75-84,2017.0,2017.0,82.0,83964,97.7
201,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,1999.0,1999.0,46.0,20424,225.2
202,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2000.0,2000.0,72.0,21190,339.8
203,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2001.0,2001.0,62.0,21596,287.1
204,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2002.0,2002.0,61.0,21899,278.6
205,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2003.0,2003.0,54.0,22461,240.4
206,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2004.0,2004.0,54.0,22920,235.6
207,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2005.0,2005.0,56.0,23930,234.0
208,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2006.0,2006.0,60.0,24802,241.9
209,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2007.0,2007.0,54.0,25882,208.6
210,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2008.0,2008.0,63.0,26841,234.7
211,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2009.0,2009.0,61.0,28103,217.1
212,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2010.0,2010.0,68.0,28947,234.9
213,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2011.0,2011.0,81.0,30165,268.5
214,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2012.0,2012.0,77.0,31760,242.4
215,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2013.0,2013.0,77.0,33134,232.4
216,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2014.0,2014.0,72.0,34301,209.9
217,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2015.0,2015.0,66.0,35178,187.6
218,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2016.0,2016.0,48.0,36407,131.8
219,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Female,F,85+ years,85+,2017.0,2017.0,57.0,38830,146.8
220,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,< 1 year,1,2011.0,2011.0,10.0,29851,Unreliable
221,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,< 1 year,1,2014.0,2014.0,10.0,28830,Unreliable
222,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,15-24 years,15-24,1999.0,1999.0,11.0,259021,Unreliable
223,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,15-24 years,15-24,2001.0,2001.0,14.0,267392,Unreliable
224,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,15-24 years,15-24,2005.0,2005.0,13.0,281114,Unreliable
225,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,15-24 years,15-24,2006.0,2006.0,11.0,283722,Unreliable
226,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,15-24 years,15-24,2011.0,2011.0,11.0,296710,Unreliable
227,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,1999.0,1999.0,103.0,243118,42.4
228,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2000.0,2000.0,80.0,237536,33.7
229,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2001.0,2001.0,75.0,231755,32.4
230,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2002.0,2002.0,58.0,229562,25.3
231,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2003.0,2003.0,46.0,227469,20.2
232,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2004.0,2004.0,32.0,225133,14.2
233,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2005.0,2005.0,50.0,222698,22.5
234,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2006.0,2006.0,42.0,221339,19.0
235,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2007.0,2007.0,25.0,222689,11.2
236,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2008.0,2008.0,33.0,224928,14.7
237,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2009.0,2009.0,26.0,227938,11.4
238,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2010.0,2010.0,16.0,230165,Unreliable
239,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2011.0,2011.0,21.0,236478,8.9
240,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2012.0,2012.0,25.0,242470,10.3
241,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2013.0,2013.0,18.0,249576,Unreliable
242,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2014.0,2014.0,18.0,259939,Unreliable
243,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2015.0,2015.0,18.0,269165,Unreliable
244,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2016.0,2016.0,28.0,278029,10.1
245,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,25-34 years,25-34,2017.0,2017.0,19.0,286841,Unreliable
246,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,1999.0,1999.0,290.0,247269,117.3
247,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2000.0,2000.0,248.0,249795,99.3
248,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2001.0,2001.0,230.0,252098,91.2
249,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2002.0,2002.0,232.0,250284,92.7
250,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2003.0,2003.0,202.0,248334,81.3
251,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2004.0,2004.0,173.0,244991,70.6
252,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2005.0,2005.0,157.0,240398,65.3
253,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2006.0,2006.0,135.0,236953,57.0
254,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2007.0,2007.0,129.0,230533,56.0
255,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2008.0,2008.0,90.0,225445,39.9
256,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2009.0,2009.0,66.0,219419,30.1
257,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2010.0,2010.0,61.0,215961,28.2
258,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2011.0,2011.0,63.0,212431,29.7
259,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2012.0,2012.0,50.0,211886,23.6
260,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2013.0,2013.0,38.0,211767,17.9
261,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2014.0,2014.0,23.0,213132,10.8
262,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2015.0,2015.0,27.0,213623,12.6
263,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2016.0,2016.0,22.0,213304,10.3
264,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,35-44 years,35-44,2017.0,2017.0,22.0,215322,10.2
265,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,1999.0,1999.0,348.0,172067,202.2
266,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2000.0,2000.0,352.0,176676,199.2
267,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2001.0,2001.0,330.0,185220,178.2
268,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2002.0,2002.0,320.0,190625,167.9
269,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2003.0,2003.0,309.0,196177,157.5
270,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2004.0,2004.0,295.0,201153,146.7
271,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2005.0,2005.0,270.0,206066,131.0
272,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2006.0,2006.0,245.0,209952,116.7
273,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2007.0,2007.0,242.0,214568,112.8
274,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2008.0,2008.0,211.0,219525,96.1
275,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2009.0,2009.0,174.0,224898,77.4
276,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2010.0,2010.0,157.0,228013,68.9
277,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2011.0,2011.0,143.0,229766,62.2
278,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2012.0,2012.0,110.0,229244,48.0
279,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2013.0,2013.0,107.0,229616,46.6
280,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2014.0,2014.0,104.0,228916,45.4
281,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2015.0,2015.0,83.0,227481,36.5
282,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2016.0,2016.0,54.0,223723,24.1
283,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,45-54 years,45-54,2017.0,2017.0,53.0,220425,24.0
284,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,1999.0,1999.0,146.0,109354,133.5
285,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2000.0,2000.0,131.0,111636,117.3
286,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2001.0,2001.0,138.0,114056,121.0
287,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2002.0,2002.0,127.0,117908,107.7
288,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2003.0,2003.0,158.0,121448,130.1
289,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2004.0,2004.0,164.0,125712,130.5
290,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2005.0,2005.0,172.0,130078,132.2
291,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2006.0,2006.0,173.0,134451,128.7
292,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2007.0,2007.0,192.0,138167,139.0
293,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2008.0,2008.0,186.0,142233,130.8
294,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2009.0,2009.0,200.0,146520,136.5
295,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2010.0,2010.0,184.0,151892,121.1
296,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2011.0,2011.0,185.0,159546,116.0
297,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2012.0,2012.0,165.0,164496,100.3
298,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2013.0,2013.0,137.0,170420,80.4
299,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2014.0,2014.0,185.0,176640,104.7
300,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2015.0,2015.0,148.0,182454,81.1
301,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2016.0,2016.0,156.0,186182,83.8
302,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,55-64 years,55-64,2017.0,2017.0,115.0,191591,60.0
303,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,1999.0,1999.0,90.0,64139,140.3
304,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,2000.0,2000.0,76.0,64798,117.3
305,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,2001.0,2001.0,80.0,66865,119.6
306,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,2002.0,2002.0,102.0,68788,148.3
307,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,2003.0,2003.0,69.0,70483,97.9
308,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,2004.0,2004.0,71.0,71881,98.8
309,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,2005.0,2005.0,78.0,73776,105.7
310,Certain infectious and parasitic diseases,A00-B99,Black or African American,2054-5,Male,M,65-74 years,65-74,2006.0,2006.0,71.0,74629,95.1
